data,type,rate,amount,total
2019-05-04 09:50:23,buy,5643.39,0.0045,25.395255
2019-05-04 09:50:23,buy,5643.39,0.0068,38.375052
2019-05-04 09:50:24,buy,5643.39,0.2341,1321.117599
2019-05-04 09:50:24,sell,5644.99,0.0002,1.128998
2019-05-04 09:50:25,buy,5643.39,0.0064,36.117696
2019-05-04 09:50:25,sell,5644.2,0.0721,406.94682
2019-05-04 09:50:25,sell,5644.98,0.3,1693.494
2019-05-04 09:50:25,sell,5645,0.0123,69.4335
2019-05-04 09:50:25,sell,5645.85,0.3629,2048.878965
2019-05-04 09:50:26,buy,5643.39,0.0052,29.345628
2019-05-04 09:50:27,buy,5643.39,0.3,1693.017
2019-05-04 09:50:28,buy,5643.39,0.0039,22.009221
2019-05-04 09:50:28,buy,5643.39,0.1794,1012.424166
2019-05-04 09:50:28,buy,5642.17,0.0085,47.958445
2019-05-04 09:50:29,sell,5645.84,0.3,1693.752
2019-05-04 09:50:29,sell,5645.85,0.05,282.2925
2019-05-04 09:50:29,sell,5645.86,0.003,16.93758
2019-05-04 09:50:29,buy,5647.37,0.1832,1034.598184
2019-05-04 09:50:29,buy,5647.37,0.0596,336.583252
2019-05-04 09:50:30,buy,5647.37,0.004,22.58948
2019-05-04 09:50:30,buy,5647.37,0.0042,23.718954
2019-05-04 09:50:30,buy,5647.37,0.0048,27.107376
2019-05-04 09:50:31,buy,5647.37,0.0844,476.638028
2019-05-04 09:50:31,buy,5647.37,0.005,28.23685
2019-05-04 09:50:31,buy,5647.37,0.0044,24.848428
2019-05-04 09:50:31,buy,5647.37,0.006,33.88422
2019-05-04 09:50:31,buy,5647.37,0.0025,14.118425
2019-05-04 09:50:32,buy,5647.37,0.01,56.4737
2019-05-04 09:50:32,buy,5647.37,0.005,28.23685
2019-05-04 09:50:32,buy,5647.37,0.0089,50.261593
2019-05-04 09:50:33,buy,5645,0.003,16.935
2019-05-04 09:50:33,buy,5645,0.097,547.565
2019-05-04 09:50:34,sell,5648.26,0.002,11.29652
2019-05-04 09:50:34,buy,5645,0.0162,91.449
2019-05-04 09:50:34,buy,5642.17,0.0837,472.249629
2019-05-04 09:50:35,buy,5642.17,0.0162,91.403154
2019-05-04 09:50:35,sell,5648.23,0.1,564.823
2019-05-04 09:50:36,buy,5643.39,0.0354,199.776006
2019-05-04 09:50:36,buy,5642.17,0.2471,1394.180207
2019-05-04 09:50:36,buy,5642.17,0.0205,115.664485
2019-05-04 09:50:39,buy,5630.86,0.003,16.89258
2019-05-04 09:50:40,sell,5636.53,0.0055,31.000915
2019-05-04 09:50:40,sell,5640.23,0.0721,406.660583
2019-05-04 09:50:40,sell,5643.39,0.0882,497.746998
2019-05-04 09:50:40,sell,5645.95,0.0558,315.04401
2019-05-04 09:50:41,sell,5644.31,0.008,45.15448
2019-05-04 09:50:50,buy,5626.99,0.05,281.3495
2019-05-04 09:50:50,buy,5626.98,0.05,281.349
2019-05-04 09:50:57,buy,5636.53,0.0011,6.200183
2019-05-04 09:50:58,buy,5636.53,0.0023,12.964019
2019-05-04 09:51:01,buy,5636.53,0.0021,11.836713
2019-05-04 09:51:18,buy,5635,0.0122,68.747
2019-05-04 09:51:18,buy,5635,0.0081,45.6435
2019-05-04 09:51:23,sell,5635,0.0015,8.4525
2019-05-04 09:51:24,sell,5636.52,0.005,28.1826
2019-05-04 09:51:24,sell,5636.53,0.0084,47.346852
2019-05-04 09:51:25,buy,5637.46,0.0086,48.482156
2019-05-04 09:51:27,sell,5632.16,0.1734,976.616544
2019-05-04 09:51:28,sell,5632.16,0.0001,0.563216
2019-05-04 09:51:29,buy,5632.15,0.0007,3.942505
2019-05-04 09:51:32,sell,5645.8,0.3,1693.74
2019-05-04 09:51:32,sell,5645.8,0.0577,325.76266
2019-05-04 09:51:35,buy,5635,0.4929,2777.4915
2019-05-04 09:51:35,buy,5634.02,0.0072,40.564944
2019-05-04 09:51:42,buy,5634.02,0.0029,16.338658
2019-05-04 09:51:46,buy,5634.07,0.05,281.7035
2019-05-04 09:51:48,sell,5634.06,0.0151,85.074306
2019-05-04 09:51:48,sell,5634.06,0.0084,47.326104
2019-05-04 09:51:54,sell,5631.04,0.0059,33.223136
2019-05-04 09:51:55,sell,5631.04,0.4577,2577.327008
2019-05-04 09:51:55,sell,5634.02,0.0038,21.409276
2019-05-04 09:51:55,sell,5634.06,0.5113,2880.694878
2019-05-04 09:51:56,sell,5634.06,0.0001,0.563406
2019-05-04 09:52:00,buy,5636.68,0.1615,910.32382
2019-05-04 09:52:04,sell,5648.08,3.7013,20905.238504
2019-05-04 09:52:07,buy,5640.92,0.0721,406.710332
2019-05-04 09:52:07,buy,5636.69,0.05,281.8345
2019-05-04 09:52:07,sell,5636.68,1.2831,7232.424108
2019-05-04 09:52:07,sell,5650.19,0.0043,24.295817
2019-05-04 09:52:07,buy,5637,0.0181,102.0297
2019-05-04 09:52:31,sell,5650.2,0.0112,63.28224
2019-05-04 09:52:32,buy,5645.03,0.0017,9.596551
2019-05-04 09:52:36,buy,5645.05,0.0039,22.015695
2019-05-04 09:52:39,buy,5650.2,0.0068,38.42136
2019-05-04 09:52:40,sell,5655,0.0282,159.471
2019-05-04 09:52:42,buy,5650.2,0.0015,8.4753
2019-05-04 09:52:46,buy,5652,0.0959,542.0268
2019-05-04 09:52:47,buy,5652,0.0294,166.1688
2019-05-04 09:52:48,buy,5652,0.05,282.6
2019-05-04 09:52:50,buy,5652,0.1326,749.4552
2019-05-04 09:52:56,sell,5654.99,0.0133,75.211367
2019-05-04 09:52:56,sell,5655,0.1718,971.529
2019-05-04 09:52:59,buy,5655,0.1331,752.6805
2019-05-04 09:53:01,buy,5655,0.0001,0.5655
2019-05-04 09:53:03,buy,5654.73,0.0133,75.207909
2019-05-04 09:53:05,sell,5655,0.499,2821.845
2019-05-04 09:53:05,sell,5655.86,0.003,16.96758
2019-05-04 09:53:05,sell,5655.86,0.0022,12.442892
2019-05-04 09:53:08,sell,5655.86,0.0008,4.524688
2019-05-04 09:53:10,buy,5654.73,0.18,1017.8514
2019-05-04 09:53:11,sell,5655.53,0.0388,219.434564
2019-05-04 09:53:12,sell,5655,0.018,101.79
2019-05-04 09:53:21,buy,5655.85,0.0071,40.156535
2019-05-04 09:53:23,sell,5659,0.0981,555.1479
2019-05-04 09:53:23,sell,5660.03,0.1727,977.487181
2019-05-04 09:53:26,buy,5655.85,0.0009,5.090265
2019-05-04 09:53:28,buy,5655.85,0.1023,578.593455
2019-05-04 09:53:28,buy,5655.82,0.062,350.66084
2019-05-04 09:53:28,buy,5655.53,0.01,56.5553
2019-05-04 09:53:28,buy,5655,0.7777,4397.8935
2019-05-04 09:53:41,buy,5656,0.0012,6.7872
2019-05-04 09:53:41,buy,5656,0.0289,163.4584
2019-05-04 09:53:41,buy,5655.01,0.0007,3.958507
2019-05-04 09:53:42,buy,5655.01,0.0032,18.096032
2019-05-04 09:53:43,buy,5655.01,0.0023,13.006523
2019-05-04 09:53:43,buy,5655.01,0.1876,1060.879876
2019-05-04 09:53:45,buy,5655,0.0018,10.179
2019-05-04 09:53:46,buy,5655,0.0003,1.6965
2019-05-04 09:53:47,buy,5655,0.0016,9.048
2019-05-04 09:53:48,sell,5657,0.0804,454.8228
2019-05-04 09:53:48,sell,5658.51,0.1878,1062.668178
2019-05-04 09:53:51,buy,5655.05,0.042,237.5121
2019-05-04 09:53:51,buy,5655,0.2188,1237.314
2019-05-04 09:53:51,buy,5655,0.0677,382.8435
2019-05-04 09:53:51,buy,5655,0.2499,1413.1845
2019-05-04 09:53:52,buy,5655,0.0001,0.5655
2019-05-04 09:53:52,buy,5654.73,0.1297,733.418481
2019-05-04 09:53:52,sell,5656.99,0.001,5.65699
2019-05-04 09:53:52,sell,5658.51,0.05,282.9255
2019-05-04 09:53:52,buy,5656.99,0.0064,36.204736
2019-05-04 09:53:53,sell,5658.5,0.0081,45.83385
2019-05-04 09:53:54,buy,5654.73,0.0021,11.874933
2019-05-04 09:53:55,buy,5654.73,0.0004,2.261892
2019-05-04 09:53:57,sell,5654,0.3039,1718.2506
2019-05-04 09:53:58,buy,5656,0.4375,2474.5
2019-05-04 09:53:58,buy,5652,0.0048,27.1296
2019-05-04 09:53:59,buy,5652,0.0006,3.3912
2019-05-04 09:53:59,buy,5652,0.0049,27.6948
2019-05-04 09:53:59,buy,5652,0.0375,211.95
2019-05-04 09:54:07,buy,5652,0.0682,385.4664
2019-05-04 09:54:11,buy,5650.2,0.0037,20.90574
2019-05-04 09:54:11,buy,5650.2,0.1759,993.87018
2019-05-04 09:54:11,buy,5650.2,0.3829,2163.46158
2019-05-04 09:54:12,buy,5650.2,0.514,2904.2028
2019-05-04 09:54:12,buy,5650.07,0.002,11.30014
2019-05-04 09:54:22,buy,5637.65,0.1,563.765
2019-05-04 09:54:39,buy,5647.37,0.003,16.94211
2019-05-04 09:54:39,sell,5644,0.1263,712.8372
2019-05-04 09:54:42,buy,5640.01,0.1,564.001
2019-05-04 09:54:47,sell,5650.06,0.002,11.30012
2019-05-04 09:54:50,buy,5640,0.0115,64.86
2019-05-04 09:54:58,sell,5649,0.003,16.947
2019-05-04 09:55:05,buy,5641.61,0.0721,406.760081
2019-05-04 09:55:05,buy,5640,0.0885,499.14
2019-05-04 09:55:06,sell,5640,0.1394,786.216
2019-05-04 09:55:07,sell,5649,0.7651,4322.0499
2019-05-04 09:55:08,sell,5649,0.0172,97.1628
2019-05-04 09:55:08,sell,5650.2,0.1519,858.26538
2019-05-04 09:55:08,sell,5650.2,0.8043,4544.45586
2019-05-04 09:55:09,sell,5650.2,0.1231,695.53962
2019-05-04 09:55:09,sell,5650.2,0.1769,999.52038
2019-05-04 09:55:09,sell,5650.2,0.0309,174.59118
2019-05-04 09:55:10,sell,5650.2,0.3,1695.06
2019-05-04 09:55:10,sell,5650.2,0.1617,913.63734
2019-05-04 09:55:10,sell,5655.58,0.002,11.31116
2019-05-04 09:55:10,sell,5656,0.1596,902.6976
2019-05-04 09:55:16,sell,5656,0.005,28.28
2019-05-04 09:55:16,sell,5656,0.2297,1299.1832
2019-05-04 09:55:30,buy,5656.01,0.0026,14.705626
2019-05-04 09:55:31,buy,5656.01,0.0021,11.877621
2019-05-04 09:55:32,buy,5656.01,0.0099,55.994499
2019-05-04 09:55:32,buy,5656,0.0478,270.3568
2019-05-04 09:55:33,buy,5656,0.0001,0.5656
2019-05-04 09:55:33,buy,5650,0.0426,240.69
2019-05-04 09:55:43,buy,5650,0.0026,14.69
2019-05-04 09:55:51,buy,5650,0.0151,85.315
2019-05-04 09:55:53,buy,5650,0.0071,40.115
2019-05-04 09:55:53,sell,5651.07,0.0353,199.482771
2019-05-04 09:56:00,buy,5650.01,0.0008,4.520008
2019-05-04 09:56:00,sell,5651.82,0.02,113.0364
2019-05-04 09:56:02,buy,5650.01,0.3,1695.003
2019-05-04 09:56:02,buy,5650.01,0.0055,31.075055
2019-05-04 09:56:03,buy,5650.01,0.0055,31.075055
2019-05-04 09:56:04,buy,5650.01,1.0319,5830.245319
2019-05-04 09:56:04,buy,5650.01,0.0598,337.870598
2019-05-04 09:56:04,buy,5650,0.015,84.75
2019-05-04 09:56:04,buy,5650,6.1533,34766.145
2019-05-04 09:56:07,buy,5650,3.8467,21733.855
2019-05-04 09:56:26,buy,5641.12,0.006,33.84672
2019-05-04 09:56:28,buy,5640.08,0.0203,114.493624
2019-05-04 09:56:28,buy,5640.08,0.0201,113.365608
2019-05-04 09:56:29,buy,5637.65,0.002,11.2753
2019-05-04 09:56:31,sell,5640,0.1266,714.024
2019-05-04 09:56:31,sell,5642.09,0.54,3046.7286
2019-05-04 09:56:31,sell,5642.09,0.05,282.1045
2019-05-04 09:56:31,sell,5642.09,0.6459,3644.225931
2019-05-04 09:56:31,sell,5642.1,0.0721,406.79541
2019-05-04 09:56:31,sell,5647.63,0.1901,1073.614463
2019-05-04 09:56:31,sell,5647.64,0.0133,75.113612
2019-05-04 09:56:31,sell,5647.65,0.02,112.953
2019-05-04 09:56:40,buy,5640.08,0.0036,20.304288
2019-05-04 09:56:41,buy,5640.08,0.0106,59.784848
2019-05-04 09:56:46,buy,5640.08,0.011,62.04088
2019-05-04 09:56:46,buy,5640.08,0.01,56.4008
2019-05-04 09:56:47,buy,5640.08,0.0106,59.784848
2019-05-04 09:56:47,buy,5640.08,0.01,56.4008
2019-05-04 09:56:47,buy,5640.08,0.0769,433.722152
2019-05-04 09:56:58,sell,5638.65,0.0653,368.203845
2019-05-04 09:57:06,sell,5636.58,0.0013,7.327554
2019-05-04 09:57:12,sell,5638.65,0.1235,696.373275
2019-05-04 09:57:12,sell,5638.65,0.0282,159.00993
2019-05-04 09:57:24,sell,5638.65,0.0138,77.81337
2019-05-04 09:57:24,sell,5638.65,0.01,56.3865
2019-05-04 09:57:30,buy,5630.1,0.35,1970.535
2019-05-04 09:57:30,buy,5630,8.09,45546.7
2019-05-04 09:57:31,buy,5630,0.8351,4701.613
2019-05-04 09:57:33,buy,5630,0.7601,4279.363
2019-05-04 09:57:33,buy,5630,2,11260
2019-05-04 09:57:33,buy,5630,0.0266,149.758
2019-05-04 09:57:36,sell,5629.99,0.0603,339.488397
2019-05-04 09:57:41,buy,5621.63,0.0028,15.740564
2019-05-04 09:57:41,buy,5621.63,0.0027,15.178401
2019-05-04 09:57:41,buy,5621.63,0.0039,21.924357
2019-05-04 09:57:41,buy,5621.62,0.0667,374.962054
2019-05-04 09:57:50,sell,5630,0.0427,240.401
2019-05-04 09:57:56,sell,5630,0.0151,85.013
2019-05-04 09:57:59,sell,5630,0.0311,175.093
2019-05-04 09:57:59,sell,5630,0.0134,75.442
2019-05-04 09:58:04,buy,5630,0.038,213.94
2019-05-04 09:58:11,buy,5630,0.0082,46.166
2019-05-04 09:58:11,buy,5630,0.0454,255.602
2019-05-04 09:58:12,buy,5622,0.001,5.622
2019-05-04 09:58:12,buy,5621.76,0.005,28.1088
2019-05-04 09:58:12,buy,5621.66,0.0319,179.330954
2019-05-04 09:58:18,buy,5630,0.0082,46.166
2019-05-04 09:58:22,buy,5630,0.0318,179.034
2019-05-04 09:58:22,buy,5623.16,0.0721,405.429836
2019-05-04 09:58:22,buy,5623,0.0791,444.7793
2019-05-04 09:58:23,sell,5623,0.3488,1961.3024
2019-05-04 09:58:40,sell,5631.35,0.0081,45.613935
2019-05-04 09:58:41,sell,5631.35,0.1799,1013.079865
2019-05-04 09:58:47,sell,5631.35,0.0783,440.934705
2019-05-04 09:58:48,sell,5631.35,0.0783,440.934705
2019-05-04 09:58:48,sell,5630,0.0052,29.276
2019-05-04 09:58:49,sell,5630,0.0783,440.829
2019-05-04 09:58:50,sell,5630,0.0783,440.829
2019-05-04 09:58:54,sell,5630,0.0202,113.726
2019-05-04 09:58:56,sell,5630,0.0028,15.764
2019-05-04 09:58:59,sell,5630,0.0003,1.689
2019-05-04 09:59:08,sell,5630,0.0183,103.029
2019-05-04 09:59:09,sell,5630,0.0055,30.965
2019-05-04 09:59:10,sell,5630,0.1056,594.528
2019-05-04 09:59:12,buy,5630,0.1,563
2019-05-04 09:59:15,buy,5630,0.0347,195.361
2019-05-04 09:59:15,sell,5631.35,0.0592,333.37592
2019-05-04 09:59:16,sell,5631.35,0.0592,333.37592
2019-05-04 09:59:18,sell,5631.35,0.0947,533.288845
2019-05-04 09:59:19,sell,5631.35,0.5581,3142.856435
2019-05-04 09:59:23,sell,5631.34,0.002,11.26268
2019-05-04 09:59:23,sell,5631.35,0.1105,622.264175
2019-05-04 09:59:34,sell,5631.32,0.0015,8.44698
2019-05-04 09:59:34,sell,5631.35,0.1777,1000.690895
2019-05-04 09:59:35,buy,5630,0.8444,4753.972
2019-05-04 09:59:38,sell,5631.34,0.001,5.63134
2019-05-04 09:59:39,buy,5630,0.2833,1594.979
2019-05-04 09:59:41,sell,5631.34,0.0002,1.126268
2019-05-04 09:59:42,buy,5631.34,0.0009,5.068206
2019-05-04 09:59:43,buy,5631.34,0.0006,3.378804
2019-05-04 09:59:46,sell,5631.35,1.1689,6582.485015
2019-05-04 09:59:51,sell,5641.05,0.1894,1068.41487
2019-05-04 09:59:56,buy,5639.7,0.006,33.8382
2019-05-04 09:59:56,buy,5639.7,0.2633,1484.93301
2019-05-04 09:59:56,buy,5631.35,0.006,33.7881
2019-05-04 10:00:00,sell,5639.6,0.0721,406.61516
2019-05-04 10:00:00,sell,5641.04,0.0118,66.564272
2019-05-04 10:00:56,sell,5640,0.2666,1503.624
2019-05-04 10:00:56,sell,5640,0.0104,58.656
2019-05-04 10:01:00,sell,5641.03,0.0086,48.512858
2019-05-04 10:01:22,sell,5650,2,11300
2019-05-04 10:01:28,buy,5650.01,0.0008,4.520008
2019-05-04 10:01:28,buy,5650,0.2658,1501.77
2019-05-04 10:01:29,buy,5650.01,0.0028,15.820028
2019-05-04 10:01:30,buy,5650.01,0.0001,0.565001
2019-05-04 10:01:31,sell,5650.01,0.0028,15.820028
2019-05-04 10:01:35,buy,5650,0.002,11.3
2019-05-04 10:01:36,sell,5650.73,0.002,11.30146
2019-05-04 10:01:36,sell,5650.73,0.1302,735.725046
2019-05-04 10:01:44,buy,5650,1.5322,8656.93
2019-05-04 10:01:52,sell,5650.01,0.0011,6.215011
2019-05-04 10:01:52,sell,5650.72,0.002,11.30144
2019-05-04 10:01:52,sell,5650.73,0.006,33.90438
2019-05-04 10:01:52,sell,5651.05,0.5403,3053.262315
2019-05-04 10:01:52,sell,5654.51,0.0721,407.690171
2019-05-04 10:01:52,sell,5659.49,0.379,2144.94671
2019-05-04 10:01:52,sell,5659.5,0.2471,1398.46245
2019-05-04 10:01:52,sell,5659.55,0.1275,721.592625
2019-05-04 10:01:52,sell,5659.99,0.0319,180.553681
2019-05-04 10:01:53,buy,5660,0.4055,2295.13
2019-05-04 10:01:53,buy,5660,0.0316,178.856
2019-05-04 10:01:53,buy,5660,0.0206,116.596
2019-05-04 10:01:53,buy,5660,0.0201,113.766
2019-05-04 10:02:02,sell,5654,0.01,56.54
2019-05-04 10:02:02,sell,5654,0.01,56.54
2019-05-04 10:02:02,sell,5654,0.012,67.848
2019-05-04 10:02:02,sell,5654,0.0051,28.8354
2019-05-04 10:02:07,buy,5654,0.0061,34.4894
2019-05-04 10:02:07,buy,5654,0.004,22.616
2019-05-04 10:02:08,buy,5654,0.0011,6.2194
2019-05-04 10:02:16,buy,5654,0.0009,5.0886
2019-05-04 10:02:17,buy,5654,0.025,141.35
2019-05-04 10:02:20,buy,5650,0.0034,19.21
2019-05-04 10:02:25,buy,5650,0.0008,4.52
2019-05-04 10:02:26,sell,5657.75,0.0588,332.6757
2019-05-04 10:03:11,sell,5652.1,0.0067,37.86907
2019-05-04 10:03:29,buy,5651,0.1668,942.5868
2019-05-04 10:03:35,buy,5650,0.0111,62.715
2019-05-04 10:03:37,sell,5651,0.18,1017.18
2019-05-04 10:03:39,buy,5650,0.5202,2939.13
2019-05-04 10:03:39,buy,5650,0.0276,155.94
2019-05-04 10:03:39,buy,5650,0.1,565
2019-05-04 10:03:46,sell,5649,0.0894,505.0206
2019-05-04 10:03:46,sell,5651,0.1106,625.0006
2019-05-04 10:03:53,buy,5646.79,0.3,1694.037
2019-05-04 10:04:02,sell,5650.99,0.0266,150.316334
2019-05-04 10:04:04,sell,5650.99,0.096,542.49504
2019-05-04 10:04:08,sell,5650.99,0.0069,38.991831
2019-05-04 10:04:11,buy,5646.84,0.2013,1136.708892
2019-05-04 10:04:13,sell,5650.99,0.0024,13.562376
2019-05-04 10:04:14,sell,5650.99,0.0888,501.807912
2019-05-04 10:04:14,sell,5651,0.2112,1193.4912
2019-05-04 10:04:16,sell,5651,0.5157,2914.2207
2019-05-04 10:04:22,sell,5652.1,0.0066,37.30386
2019-05-04 10:04:38,sell,5652.1,0.0001,0.56521
2019-05-04 10:04:42,buy,5652.11,0.5463,3087.747693
2019-05-04 10:05:13,buy,5648.15,0.05,282.4075
2019-05-04 10:05:13,buy,5648.14,0.25,1412.035
2019-05-04 10:05:21,buy,5643.08,0.0721,406.866068
2019-05-04 10:05:32,sell,5654.99,0.0032,18.095968
2019-05-04 10:05:39,sell,5654.98,0.0058,32.798884
2019-05-04 10:06:05,sell,5649.3,0.001,5.6493
2019-05-04 10:06:06,sell,5649.3,0.0008,4.51944
2019-05-04 10:06:07,sell,5649.3,0.0009,5.08437
2019-05-04 10:06:23,sell,5649.3,0.0627,354.21111
2019-05-04 10:07:12,buy,5649.31,0.015,84.73965
2019-05-04 10:07:12,buy,5648.52,0.0095,53.66094
2019-05-04 10:07:13,buy,5648.52,0.0101,57.050052
2019-05-04 10:07:18,sell,5653.92,0.2436,1377.294912
2019-05-04 10:07:18,buy,5649.32,0.1,564.932
2019-05-04 10:07:18,buy,5644.8,0.014,79.0272
2019-05-04 10:07:18,buy,5643.1,0.0019,10.72189
2019-05-04 10:07:18,buy,5640.1,0.0002,1.12802
2019-05-04 10:07:18,buy,5640,0.02,112.8
2019-05-04 10:07:18,buy,5639,0.0638,359.7682
2019-05-04 10:07:29,buy,5648.08,0.3536,1997.161088
2019-05-04 10:07:45,buy,5639.5,0.4668,2632.5186
2019-05-04 10:07:45,buy,5639.49,0.0309,174.260241
2019-05-04 10:07:57,buy,5639.52,0.3,1691.856
2019-05-04 10:08:02,sell,5639.52,0.005,28.1976
2019-05-04 10:08:03,buy,5639.5,1.7092,9639.0334
2019-05-04 10:08:09,sell,5639.52,0.0773,435.934896
2019-05-04 10:08:10,sell,5639.52,0.089,501.91728
2019-05-04 10:08:12,sell,5639.52,0.0528,297.766656
2019-05-04 10:08:13,sell,5639.52,0.616,3473.94432
2019-05-04 10:08:17,sell,5639.52,0.3,1691.856
2019-05-04 10:08:19,sell,5639.52,0.1575,888.2244
2019-05-04 10:08:31,sell,5647,0.2499,1411.1853
2019-05-04 10:08:32,sell,5647,0.1925,1087.0475
2019-05-04 10:08:41,sell,5649.28,0.1653,933.825984
2019-05-04 10:08:41,sell,5649.28,0.0196,110.725888
2019-05-04 10:08:46,buy,5649.28,0.0044,24.856832
2019-05-04 10:08:48,buy,5649.28,0.0156,88.128768
2019-05-04 10:08:48,buy,5647,0.0844,476.6068
2019-05-04 10:08:56,buy,5647,0.0231,130.4457
2019-05-04 10:08:56,buy,5647,0.002,11.294
2019-05-04 10:09:16,buy,5639.54,0.0023,12.970942
2019-05-04 10:09:16,buy,5639.54,0.1379,777.692566
2019-05-04 10:09:39,buy,5640,0.8943,5043.852
2019-05-04 10:09:39,buy,5640,0.25,1410
2019-05-04 10:09:42,buy,5639.54,0.1138,641.779652
2019-05-04 10:09:42,buy,5639.54,0.0332,187.232728
2019-05-04 10:09:42,buy,5639.54,0.0038,21.430252
2019-05-04 10:09:42,buy,5639.54,0.4426,2496.060404
2019-05-04 10:09:42,buy,5639.52,0.1031,581.434512
2019-05-04 10:09:42,buy,5639.52,2.5,14098.8
2019-05-04 10:09:42,buy,5639.5,0.0358,201.8941
2019-05-04 10:09:42,buy,5639.47,0.012,67.67364
2019-05-04 10:09:48,sell,5643.61,0.0531,299.675691
2019-05-04 10:09:49,buy,5639.02,0.0121,68.232142
2019-05-04 10:10:06,sell,5643.64,0.0089,50.228396
2019-05-04 10:10:06,sell,5649.28,0.5217,2947.229376
2019-05-04 10:10:29,buy,5649.24,0.282,1593.08568
2019-05-04 10:10:29,buy,5649.24,0.9663,5458.860612
2019-05-04 10:10:30,buy,5640,0.0453,255.492
2019-05-04 10:10:30,buy,5640,0.01,56.4
2019-05-04 10:10:30,buy,5640,0.0171,96.444
2019-05-04 10:10:30,buy,5639.02,0.0108,60.901416
2019-05-04 10:10:30,buy,5639,0.2283,1287.3837
2019-05-04 10:10:51,buy,5639,0.9847,5552.7233
2019-05-04 10:10:51,buy,5639,0.0515,290.4085
2019-05-04 10:10:51,buy,5638,0.1721,970.2998
2019-05-04 10:10:57,buy,5638,0.0845,476.411
2019-05-04 10:11:03,buy,5638,0.6303,3553.6314
2019-05-04 10:11:03,buy,5638,0.2,1127.6
2019-05-04 10:11:06,buy,5637.13,0.0027,15.220251
2019-05-04 10:11:17,buy,5635,0.0089,50.1515
2019-05-04 10:11:17,buy,5635,1.34,7550.9
2019-05-04 10:11:18,sell,5638.98,0.0013,7.330674
2019-05-04 10:11:18,sell,5638.98,0.0087,49.059126
2019-05-04 10:11:20,buy,5633.82,2,11267.64
2019-05-04 10:11:20,buy,5633.82,0.0111,62.535402
2019-05-04 10:11:20,buy,5633.82,0.0106,59.718492
2019-05-04 10:11:23,buy,5637.13,0.005,28.18565
2019-05-04 10:11:23,buy,5631.37,0.0049,27.593713
2019-05-04 10:11:23,buy,5631.37,0.0071,39.982727
2019-05-04 10:11:26,buy,5630,0.0869,489.247
2019-05-04 10:11:35,sell,5630,0.0002,1.126
2019-05-04 10:11:47,buy,5627.03,0.0218,122.669254
2019-05-04 10:11:56,buy,5622.03,0.0218,122.560254
2019-05-04 10:11:56,buy,5622,0.0089,50.0358
2019-05-04 10:11:56,sell,5621.77,0.3,1686.531
2019-05-04 10:11:58,sell,5622.08,0.021,118.06368
2019-05-04 10:12:11,buy,5621.64,0.0247,138.854508
2019-05-04 10:12:11,sell,5622.05,0.006,33.7323
2019-05-04 10:12:17,buy,5621.64,0.2135,1200.22014
2019-05-04 10:12:19,buy,5621.62,0.8212,4616.474344
2019-05-04 10:12:19,buy,5620.86,0.003,16.86258
2019-05-04 10:12:20,sell,5621.64,0.0241,135.481524
2019-05-04 10:12:22,buy,5620,1.25,7025
2019-05-04 10:12:22,buy,5620,0.001,5.62
2019-05-04 10:12:30,buy,5620,0.0714,401.268
2019-05-04 10:12:33,buy,5620,0.0046,25.852
2019-05-04 10:12:40,buy,5620,0.7515,4223.43
2019-05-04 10:12:40,buy,5620,0.0939,527.718
2019-05-04 10:12:41,buy,5620,0.0414,232.668
2019-05-04 10:12:46,buy,5620,0.001,5.62
2019-05-04 10:12:47,sell,5621.59,0.0019,10.681021
2019-05-04 10:12:49,buy,5620,0.2014,1131.868
2019-05-04 10:12:49,buy,5620,0.074,415.88
2019-05-04 10:12:49,buy,5619.73,0.0999,561.411027
2019-05-04 10:12:51,buy,5620.8,0.053,297.9024
2019-05-04 10:12:51,buy,5619.73,0.0231,129.815763
2019-05-04 10:12:51,buy,5617.64,1.0029,5633.931156
2019-05-04 10:12:52,buy,5617.64,1.8171,10207.813644
2019-05-04 10:12:52,buy,5617.64,0.1308,734.787312
2019-05-04 10:12:52,buy,5617.64,3.7159,20874.588476
2019-05-04 10:12:52,buy,5617.64,0.01,56.1764
2019-05-04 10:12:52,buy,5615,1.9062,10703.313
2019-05-04 10:12:53,sell,5616.12,0.0018,10.109016
2019-05-04 10:12:54,sell,5621.56,0.01,56.2156
2019-05-04 10:12:55,buy,5615,0.1744,979.256
2019-05-04 10:12:58,buy,5612,0.0004,2.2448
2019-05-04 10:12:58,buy,5610.2,0.01,56.102
2019-05-04 10:12:58,buy,5610,0.9156,5136.516
2019-05-04 10:12:58,buy,5610,0.1126,631.686
2019-05-04 10:12:58,buy,5608.48,0.0478,268.085344
2019-05-04 10:12:58,buy,5605.86,0.003,16.81758
2019-05-04 10:12:58,buy,5605.86,0.003,16.81758
2019-05-04 10:12:59,sell,5605.52,0.0123,68.947896
2019-05-04 10:13:00,sell,5610,0.0114,63.954
2019-05-04 10:13:01,buy,5603.03,0.1,560.303
2019-05-04 10:13:01,buy,5603.02,0.3,1680.906
2019-05-04 10:13:01,buy,5603,0.05,280.15
2019-05-04 10:13:04,buy,5602,0.001,5.602
2019-05-04 10:13:04,buy,5600.01,0.01,56.0001
2019-05-04 10:13:04,buy,5600,1.3782,7717.92
2019-05-04 10:13:04,buy,5600,0.001,5.6
2019-05-04 10:13:07,buy,5596.76,0.002,11.19352
